Outcome Date,Animal ID,Name,Outcome Status,Euthanasia Reason,Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Date of Birth,Intake Date,Days in Shelter
07/18/2025 05:00:48 PM,10345,,Adopted,,Cat,Male,yes,Domestic Shorthair,Black,Grey,05/03/2025 12:00:00 AM,06/20/2025 11:05:00 AM,28
05/11/2025 10:57:00 AM,6815,Primrose,Euthanized,Cardiac,Cat,Female,No,Domestic Shorthair,Black,White,10/02/2024 12:00:00 AM,05/02/2025 12:00:00 AM,9
11/26/2025 03:25:00 PM,14194,Baby,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,08/02/2025 12:00:00 AM,08/23/2025 08:30:00 AM,95
05/22/2025 07:09:00 PM,8046,Black,Reclaimed,,Dog,Male,No,American Bulldog,Black,White,05/22/2023 12:00:00 AM,05/22/2025 05:04:00 PM,0
10/18/2025 02:06:00 PM,16706,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,08/13/2025 12:00:00 AM,10/13/2025 11:26:00 AM,5
05/29/2025 05:01:57 PM,7571,Daphne,Adopted,,Dog,Female,Yes,Australian Cattle Dog,Blue,Ticked,12/15/2024 12:00:00 AM,05/15/2025 10:01:00 AM,14
10/20/2025 12:12:00 PM,16733,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,Calico,,09/29/2025 12:00:00 AM,10/13/2025 01:59:00 PM,6
09/25/2025 11:41:00 AM,12769,Willowbean,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,,07/26/2023 12:00:00 AM,07/26/2025 11:57:00 AM,60
06/26/2025 10:31:00 AM,10398,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,06/20/2023 12:00:00 AM,06/20/2025 01:22:00 PM,5
11/06/2025 03:13:00 PM,17741,,Reclaimed,,Puppy,Male,No,Belgian Shepherd Dog,Blue,Fawn,10/01/2025 12:00:00 AM,11/05/2025 07:15:00 AM,1
05/12/2025 04:08:00 PM,6518,*LIL LUNA,Adopted,,Dog,Female,Yes,Labrador Retriever,Tan,,02/11/2022 12:00:00 AM,04/11/2025 12:00:00 AM,31
05/19/2025 12:00:00 AM,7692,,Adopted,,Cat,Male,yes,Domestic Shorthair,Orange Tabby,,03/16/2025 12:00:00 AM,05/16/2025 02:46:00 PM,2
11/04/2025 10:38:00 AM,6277,Opal,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Black Brindle,White,05/02/2024 12:00:00 AM,03/02/2025 12:00:00 AM,247
10/19/2025 05:16:43 PM,13494,Lassi,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,05/08/2025 12:00:00 AM,08/08/2025 11:22:00 AM,72
11/30/2025 06:10:00 PM,18729,Skittles,Reclaimed,,Dog,Female,No,Yorkshire Terrier,Cream,Grey,06/30/2017 12:00:00 AM,11/30/2025 12:42:00 PM,0
10/20/2025 05:00:10 PM,9165,Sevro,Adopted,,Dog,Male,Yes,American Staffordshire Terrier,Buff,White,04/21/2023 12:00:00 AM,06/17/2025 02:25:00 PM,125
05/19/2025 01:11:00 PM,7821,,Transfer Out,,Cat,Unknown,No,Domestic Shorthair,Cream Ginger Tabby,White,05/05/2025 12:00:00 AM,05/19/2025 09:05:00 AM,0
09/12/2025 04:58:00 PM,14984,Diomond,Reclaimed,,Dog,Female,Yes,American Staffordshire Terrier,White,Brown,11/05/2024 12:00:00 AM,09/05/2025 12:31:00 PM,7
06/17/2025 12:34:00 PM,7212,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Grey Tabby,White,04/04/2025 12:00:00 AM,05/09/2025 01:03:00 PM,38
09/30/2025 04:08:49 PM,15711,Baby Billy,Adopted,,Cat,Male,yes,Domestic Shorthair,Brown Tabby,,09/20/2024 12:00:00 AM,09/20/2025 12:49:00 PM,10
06/23/2025 04:09:07 PM,9672,*cinnamon,Adopted,,Dog,Female,yes,Chihuahua - Smooth,Tan,White,06/12/2018 12:00:00 AM,06/12/2025 10:23:00 AM,11
05/19/2025 02:44:00 PM,6090,KORA,Adopted,,Dog,Female,Yes,American Staffordshire Terrier,Blue,White,09/25/2023 12:00:00 AM,09/25/2024 12:00:00 AM,236
07/07/2025 05:02:00 PM,11173,,Adopted,,Cat,Female,Yes,Persian,Flame Point,,07/01/2023 12:00:00 AM,06/30/2025 12:08:00 PM,7
08/15/2025 09:10:26 PM,7393,Basil,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Black,05/13/2023 12:00:00 AM,05/13/2025 08:43:00 AM,94
10/02/2025 12:38:00 PM,15269,Chubby,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,06/11/2025 12:00:00 AM,09/11/2025 11:35:00 AM,21
09/16/2025 06:18:00 AM,15432,,Transfer Out,,Cat,Female,No,Domestic Shorthair,White,Brown Tabby,02/15/2025 12:00:00 AM,09/15/2025 11:30:00 AM,0
06/30/2025 11:00:00 AM,10903,,Euthanized,Injured,Cat,Male,No,Domestic Shorthair,Orange Tabby,White,06/26/2024 12:00:00 AM,06/26/2025 11:52:00 AM,3
10/10/2025 11:36:00 AM,16388,,Transfer Out,,Dog,Female,No,Bichon Frise,White,,10/07/2020 12:00:00 AM,10/06/2025 12:30:00 PM,3
06/25/2025 06:28:35 PM,7221,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,03/28/2025 12:00:00 AM,05/09/2025 02:00:00 PM,47
11/01/2025 08:56:00 PM,16218,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Raccoon,Black,Grey,,10/01/2025 08:11:00 PM,31
09/21/2025 01:33:51 PM,13275,Kiki,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue Cream Tortoiseshell,White,06/24/2025 12:00:00 AM,08/04/2025 03:29:00 PM,47
07/26/2025 04:01:19 PM,6200,*NORMA JEAN,Adopted,,Cat,Female,Yes,Domestic Shorthair,Orange Tabby,,01/30/2023 12:00:00 AM,01/30/2025 12:00:00 AM,177
05/28/2025 04:58:41 PM,7406,Azalea,Adopted,,Dog,Female,yes,Australian Cattle Dog,Black,Blue Merle,05/13/2022 12:00:00 AM,05/13/2025 10:36:00 AM,15
11/15/2025 01:23:00 PM,17885,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Bat - Unspecified,Black,Brown,,11/07/2025 05:02:00 PM,7
07/12/2025 12:16:34 PM,7792,Harry,Adopted,,Cat,Male,yes,Domestic Shorthair,Black,,04/20/2025 12:00:00 AM,05/18/2025 01:04:00 PM,54
08/06/2025 06:09:24 PM,6463,Bonnie,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Blue,White,04/04/2021 12:00:00 AM,04/04/2025 12:00:00 AM,124
10/14/2025 06:40:00 PM,16611,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,,06/26/2025 12:00:00 AM,10/10/2025 01:14:00 PM,4
07/11/2025 10:47:00 AM,10177,Bug,Adopted,,Cat,Female,Yes,Domestic Shorthair,Muted Calico,,08/17/2024 12:00:00 AM,06/17/2025 01:37:00 PM,23
06/15/2025 11:18:00 AM,6866,,Adopted,,Dog,Male,Yes,Australian Cattle Dog,Red,,03/04/2025 12:00:00 AM,06/11/2025 12:21:00 PM,3
06/15/2025 06:58:17 PM,8453,,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Black,04/03/2025 12:00:00 AM,05/29/2025 11:17:00 AM,17
05/17/2025 05:26:00 PM,7380,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Brown,05/05/2025 12:00:00 AM,05/12/2025 04:46:00 PM,5
07/19/2025 12:14:27 PM,6782,Nicholas,Adopted,,Cat,Male,Yes,Domestic Shorthair,Grey Tabby,,04/07/2025 12:00:00 AM,05/01/2025 12:00:00 AM,79
07/18/2025 04:50:31 PM,11888,Leo,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,05/11/2025 12:00:00 AM,07/11/2025 04:04:00 PM,7
07/08/2025 11:36:06 AM,6918,Cake,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,03/31/2025 12:00:00 AM,05/05/2025 01:24:00 PM,63
11/07/2025 01:14:00 PM,17572,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,Brown Tabby,White,09/19/2025 12:00:00 AM,10/31/2025 11:20:00 AM,7
11/21/2025 02:10:00 PM,14265,Janet,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,08/25/2023 12:00:00 AM,08/25/2025 12:11:00 PM,88
06/17/2025 07:02:44 PM,9339,,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,White,Orange Tabby,04/14/2025 12:00:00 AM,06/09/2025 11:26:00 AM,8
09/02/2025 04:31:44 PM,8970,Home Slice,Adopted,,Dog,Female,Yes,Pointer,Cream,White,06/04/2025 12:00:00 AM,06/04/2025 03:27:00 PM,90
05/07/2025 05:48:00 PM,6949,,Adopted,,Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,,05/05/2025 03:34:00 PM,2
07/17/2025 03:53:00 PM,8849,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,04/09/2025 12:00:00 AM,06/03/2025 11:19:00 AM,44
10/18/2025 05:12:28 PM,10886,Clotho,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,06/06/2025 12:00:00 AM,06/26/2025 11:04:00 AM,114
09/02/2025 04:15:06 PM,13352,Bruce,Adopted,,Dog,Male,Yes,Great Dane,Blue,,02/05/2025 12:00:00 AM,08/05/2025 03:21:00 PM,28
07/19/2025 11:51:42 AM,6781,Bear,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,04/07/2025 12:00:00 AM,05/01/2025 12:00:00 AM,79
07/26/2025 05:20:00 PM,12790,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,Tabby,07/19/2025 12:00:00 AM,07/26/2025 04:06:00 PM,0
10/24/2025 06:23:05 PM,14596,Dopey,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,06/20/2025 12:00:00 AM,08/29/2025 03:05:00 PM,56
09/03/2025 06:09:13 PM,12924,Zilker,Adopted,,Dog,Male,yes,Labrador Retriever,White,Cream,04/29/2025 12:00:00 AM,07/29/2025 05:56:00 PM,36
07/19/2025 11:22:55 AM,6544,Autumn,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,02/27/2025 12:00:00 AM,04/14/2025 12:00:00 AM,96
09/18/2025 12:30:00 PM,15519,,Unassisted Death,Rabies Risk,Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,,,09/16/2025 03:53:00 PM,1
09/18/2025 10:42:00 AM,15132,Haze,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,,09/08/2023 12:00:00 AM,09/08/2025 02:17:00 PM,9
06/03/2025 05:27:00 PM,8216,Catalina Breeze,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,05/25/2022 12:00:00 AM,05/25/2025 01:18:00 PM,9
07/17/2025 04:47:13 PM,10930,Strudel,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,,06/26/2022 12:00:00 AM,06/26/2025 02:19:00 PM,21
07/13/2025 11:46:00 AM,11301,,Euthanized,Injured,Marsupial,Unknown,Unknown,Opossum,Grey,White,,07/01/2025 02:52:00 PM,11
05/23/2025 01:41:00 PM,6442,Clover,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,,10/02/2023 12:00:00 AM,04/02/2025 12:00:00 AM,51
06/15/2025 05:54:00 PM,9930,Mumu,Reclaimed,,Dog,Female,No,American Foxhound,White,Black,11/15/2024 12:00:00 AM,06/15/2025 01:28:00 PM,0
10/18/2025 12:23:51 AM,14648,Tilly,Adopted Offsite,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,08/09/2025 12:00:00 AM,09/16/2025 02:51:00 PM,31
07/22/2025 04:38:00 PM,11958,Betsy,Adopted,,Dog,Female,No,Border Collie,Black,Brown,07/14/2023 12:00:00 AM,07/14/2025 09:47:00 AM,8
07/30/2025 05:39:00 PM,12035,Harley Quinn,Adopted,,Dog,Female,Yes,Rat Terrier,White,Black,03/15/2025 12:00:00 AM,07/15/2025 12:09:00 PM,15
07/24/2025 10:41:10 AM,11258,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,04/22/2025 12:00:00 AM,07/01/2025 11:05:00 AM,22
09/27/2025 12:21:00 PM,15755,Spot,Euthanized,Suffering,Dog,Male,Yes,Maltese Terrier,White,,09/22/2013 12:00:00 AM,09/22/2025 07:29:00 AM,5
09/24/2025 06:15:00 PM,14763,Kitty,Adopted,,Dog,Female,Yes,Labrador Retriever,Tan,Black,07/16/2025 12:00:00 AM,09/02/2025 01:43:00 PM,22
05/16/2025 12:59:00 PM,6605,,Unassisted Death - In Foster,,Kitten,Female,No,Domestic Shorthair,Blue,Tabby,03/27/2025 12:00:00 AM,04/18/2025 12:00:00 AM,28
09/09/2025 04:34:00 PM,14896,Naomi,Adopted,,Cat,Female,Yes,Domestic Shorthair,Muted Calico,,04/21/2025 12:00:00 AM,09/04/2025 11:34:00 AM,5
05/31/2025 06:15:00 PM,6870,*JAQ,Adopted,,Rodent,Male,No,Mouse,Yellow,White,03/01/2025 12:00:00 AM,05/01/2025 12:00:00 AM,30
08/16/2025 02:29:12 PM,8584,Bunny,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,04/20/2025 12:00:00 AM,05/30/2025 01:42:00 PM,78
07/26/2025 01:52:54 PM,7317,Rambo,Adopted,,Dog,Male,Yes,Collie Rough,Red Merle,White,05/04/2025 12:00:00 AM,05/14/2025 05:06:00 PM,72
10/14/2025 04:42:50 PM,16002,Bubs,Adopted,,Dog,Male,Yes,Great Pyrenees,Cream,,09/27/2023 12:00:00 AM,09/27/2025 11:43:00 AM,17
08/20/2025 02:30:00 PM,14059,,Transfer Out,,Cat,Female,,Domestic Shorthair,Brown Tabby,,08/06/2025 12:00:00 AM,08/20/2025 09:57:00 AM,0
11/29/2025 11:19:00 AM,18186,,Transfer Out,,Dog,Male,No,French Bulldog,White,Blue Brindle,05/17/2023 12:00:00 AM,11/17/2025 10:45:00 AM,12
07/21/2025 04:27:00 PM,7751,Pony,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Blue,,04/26/2025 12:00:00 AM,06/12/2025 03:50:00 PM,39
11/17/2025 04:18:00 PM,18177,,Transfer Out,,Dog,Female,No,BLACK MOUTH CUR,Tan,Black,11/17/2023 12:00:00 AM,11/17/2025 08:12:00 AM,0
11/03/2025 07:13:00 PM,17634,Worm,Adopted,,Dog,Female,Yes,Chihuahua - Smooth,Black,White,02/02/2025 12:00:00 AM,11/02/2025 01:47:00 PM,1
08/13/2025 06:37:24 PM,10830,,Adopted,,Cat,Male,Yes,Domestic Long Hair,White,Blue,04/12/2025 12:00:00 AM,06/25/2025 03:07:00 PM,49
10/04/2025 05:28:17 PM,15922,Misteltoe,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,06/25/2025 12:00:00 AM,09/25/2025 12:47:00 PM,9
08/19/2025 09:30:00 AM,13448,Rex,Euthanized,Suffering,Dog,Male,Yes,Chihuahua - Long-hair,Gold,,08/07/2013 12:00:00 AM,08/07/2025 01:22:00 PM,11
06/23/2025 07:29:00 AM,10427,Mama,Transfer Out,,Cat,Unknown,Unknown,Domestic Medium Hair,Grey Tabby,,,06/20/2025 02:25:00 PM,2
08/22/2025 07:00:27 PM,13639,Maggie,Adopted,,Dog,Female,yes,Siberian Husky,Black,White,08/12/2023 12:00:00 AM,08/12/2025 02:32:00 PM,10
08/29/2025 06:34:08 PM,11443,Anya,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,,01/03/2025 12:00:00 AM,07/03/2025 02:56:00 PM,57
10/17/2025 11:50:00 AM,16810,,Reclaimed,,Dog,Male,No,Australian Cattle Dog,Blue Merle,,09/02/2025 12:00:00 AM,10/14/2025 03:09:00 PM,2
11/12/2025 07:08:59 PM,15966,Sparkles,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Black,,07/26/2025 12:00:00 AM,09/26/2025 12:05:00 PM,47
12/12/2025 07:36:31 PM,18375,Nova,Adopted Offsite,,Puppy,Female,Yes,American Staffordshire Terrier,Black,,09/23/2025 12:00:00 AM,11/25/2025 05:07:00 PM,17
07/07/2025 12:39:00 AM,11481,,Unassisted Death - In Transit,Injured,Mammal,Unknown,Unknown,Raccoon,Grey,Black,07/04/2023 12:00:00 AM,07/04/2025 07:58:00 PM,2
05/21/2025 11:26:00 AM,6939,*dr. Seuss,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Black,White,12/11/2019 12:00:00 AM,06/28/2024 02:38:00 PM,326
08/06/2025 09:57:26 AM,10465,,Adopted,,Dog,Male,Yes,German Shepherd,Brown,Black,03/01/2025 12:00:00 AM,07/01/2025 06:30:00 PM,35
08/30/2025 12:48:19 PM,13025,,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,,06/20/2025 12:00:00 AM,07/31/2025 11:34:00 AM,30
10/29/2025 12:26:26 PM,16140,Carrie,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Torbie,,08/26/2025 12:00:00 AM,09/30/2025 03:06:00 PM,28
08/26/2025 11:57:00 AM,13350,Squish,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,,08/05/2025 03:12:00 PM,20
11/24/2025 05:32:27 PM,16802,Stormy,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue,,05/21/2025 12:00:00 AM,10/14/2025 01:20:00 PM,41
06/07/2025 11:40:00 AM,7132,Oscar,Return to Habitat,,Cat,Male,Yes,Domestic Shorthair,Black,,04/28/2018 12:00:00 AM,05/31/2025 02:26:00 PM,6
07/21/2025 06:52:00 PM,12443,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Orange Tabby,,07/12/2025 12:00:00 AM,07/21/2025 12:26:00 PM,0
07/19/2025 02:07:45 PM,9738,,Adopted,,Cat,Female,Yes,Siamese,Blue Point,,05/12/2025 12:00:00 AM,06/12/2025 02:21:00 PM,36
10/16/2025 02:33:00 PM,16274,Snowman,Transfer Out,,Dog,Male,No,Poodle - Miniature,White,,10/03/2024 12:00:00 AM,10/03/2025 10:02:00 AM,13
09/13/2025 01:51:00 PM,14925,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,05/04/2025 12:00:00 AM,09/04/2025 03:17:00 PM,8
11/08/2025 03:48:53 PM,16191,Charlie,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,09/07/2025 12:00:00 AM,10/01/2025 01:14:00 PM,38
07/02/2025 07:25:38 PM,8123,Ginger,Adopted,,Dog,Female,yes,Shepherd,Red,White,11/23/2022 12:00:00 AM,05/23/2025 11:56:00 AM,40
11/21/2025 06:29:57 PM,16099,Ello,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,Black,09/08/2025 12:00:00 AM,09/29/2025 03:09:00 PM,53
10/15/2025 02:15:00 PM,16854,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Blue,,,10/15/2025 01:05:00 PM,0
10/10/2025 03:44:00 PM,13104,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,05/18/2025 12:00:00 AM,08/01/2025 12:23:00 PM,70
10/03/2025 01:14:00 PM,16111,Unknown,Euthanized,Suffering,Kitten,Unknown,Unknown,Domestic Shorthair,Grey,,08/26/2025 12:00:00 AM,09/30/2025 07:15:00 AM,3
07/10/2025 01:09:00 PM,10836,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Flame Point,,04/12/2025 12:00:00 AM,06/25/2025 03:38:00 PM,14
08/05/2025 06:04:00 PM,12131,Snow White,Adopted,,Dog,Female,Yes,West Highland White Terrier,White,,07/17/2024 12:00:00 AM,07/16/2025 10:45:00 AM,20
06/05/2025 09:30:00 AM,6728,Tau,Adopted,,Dog,Female,Yes,Australian Cattle Dog,Tri Color,Brown,04/01/2025 12:00:00 AM,04/28/2025 12:00:00 AM,38
08/09/2025 04:15:37 PM,12763,Zinnia,Adopted,,Cat,Female,Yes,Domestic Shorthair,Cream Ginger Tabby,,07/26/2024 12:00:00 AM,07/26/2025 10:48:00 AM,14
11/05/2025 03:57:00 PM,16623,,Euthanized,Suffering,Mammal,Female,Unknown,Deer - Mule,Fawn,,,10/10/2025 05:01:00 PM,25
09/02/2025 05:51:51 PM,8200,Mufasa*,Adopted,,Cat,Male,Yes,Domestic Long Hair,Buff Tiger,White,05/24/2023 12:00:00 AM,07/22/2025 03:55:00 PM,42
08/27/2025 05:00:34 PM,13988,,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,06/18/2025 12:00:00 AM,08/18/2025 12:46:00 PM,9
07/29/2025 04:57:00 PM,10271,*channing,Euthanized,Suffering,Dog,Female,Unknown,Labrador Retriever,Black,White,06/18/2024 12:00:00 AM,06/18/2025 03:39:00 PM,41
08/07/2025 06:24:36 PM,12614,,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,05/21/2025 12:00:00 AM,07/23/2025 12:22:00 PM,15
10/13/2025 05:12:22 PM,15821,Jimmy,Adopted,,Cat,Male,yes,Domestic Medium Hair,Black,,07/23/2025 12:00:00 AM,09/23/2025 11:06:00 AM,20
07/11/2025 04:24:00 PM,9647,Do-Si-Do,Transfer Out,,Dog,Female,No,American Pit Bull Terrier,Black Brindle,Brown Brindle,04/17/2025 12:00:00 AM,06/11/2025 04:42:00 PM,29
07/10/2025 12:22:02 PM,6023,Lennox,Adopted,,Dog,Male,Yes,BLACK MOUTH CUR,Tan,Black,03/15/2023 12:00:00 AM,03/14/2024 12:00:00 AM,483
06/04/2025 07:08:00 PM,8805,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,05/26/2025 12:00:00 AM,06/02/2025 03:09:00 PM,2
10/30/2025 05:13:39 PM,14857,Apollo,Adopted,,Dog,Male,yes,American Pit Bull Terrier,Black,White,09/03/2023 12:00:00 AM,09/03/2025 02:26:00 PM,57
05/29/2025 04:59:01 PM,6638,Blake,Adopted,,Cat,Female,yes,Domestic Shorthair,Orange Tabby,,04/21/2023 12:00:00 AM,04/21/2025 12:00:00 AM,38
06/28/2025 11:42:00 AM,10447,,Reclaimed,Injured,Dog,Male,Yes,Yorkshire Terrier,Black,Brown,06/20/2011 12:00:00 AM,06/20/2025 04:01:00 PM,7
10/01/2025 04:38:00 PM,16204,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,09/24/2025 12:00:00 AM,10/01/2025 03:23:00 PM,0
07/01/2025 03:44:00 PM,7518,Tommy,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown,White,04/16/2025 12:00:00 AM,05/14/2025 02:23:00 PM,48
09/19/2025 12:24:44 PM,6020,Thelonius,Adopted Altered,,Dog,Male,Yes,American Pit Bull Terrier,Red Brown,White,03/11/2022 12:00:00 AM,09/13/2024 12:00:00 AM,371
06/29/2025 07:20:00 PM,10921,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,White,05/03/2025 12:00:00 AM,06/26/2025 01:03:00 PM,3
08/16/2025 01:50:00 PM,11943,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,Blue,06/01/2025 12:00:00 AM,07/13/2025 01:52:00 PM,33
08/22/2025 04:21:00 PM,13873,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,,06/16/2025 12:00:00 AM,08/15/2025 01:51:00 PM,7
06/28/2025 07:17:00 PM,6500,Zazu,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Fawn,White,01/09/2024 12:00:00 AM,04/09/2025 12:00:00 AM,80
10/17/2025 04:22:55 PM,16712,,Adopted,,Cat,Male,yes,Domestic Medium Hair,Brown Tabby,,04/13/2025 12:00:00 AM,10/13/2025 11:34:00 AM,4
11/15/2025 01:14:00 PM,15982,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Raccoon,Black,,,09/26/2025 02:06:00 PM,49
06/14/2025 10:28:00 AM,9897,Unknown,DOA,,Kitten,Unknown,Unknown,Domestic Shorthair,White,Brown,,06/14/2025 10:28:00 AM,0
06/03/2025 07:14:00 AM,8832,,DOA,,Puppy,Male,Unknown,American Pit Bull Terrier,Brown,Brown,05/03/2025 12:00:00 AM,06/03/2025 07:14:00 AM,0
07/24/2025 12:36:00 PM,6689,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,,04/23/2025 12:00:00 AM,04/25/2025 12:00:00 AM,90
08/06/2025 05:47:00 PM,13399,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Grey Tabby,,,08/06/2025 01:40:00 PM,0
07/11/2025 06:09:00 PM,7806,,Transfer Out,,Dog,Female,No,American Staffordshire Terrier,Tan,White,04/20/2025 12:00:00 AM,07/03/2025 02:51:00 PM,8
06/11/2025 04:46:00 PM,9366,,Euthanized,Congenital,Cat,Unknown,Unknown,Domestic Shorthair,Black,,06/09/2017 12:00:00 AM,06/09/2025 12:54:00 PM,2
11/15/2025 12:56:00 PM,15986,,Unassisted Death,,Mammal,Unknown,Unknown,Bat - Unspecified,Black,,,09/26/2025 02:49:00 PM,49
07/11/2025 06:09:00 PM,11507,,Transfer Out,,Dog,Female,No,Beagle,Tri Color,,04/12/2025 12:00:00 AM,07/05/2025 11:59:00 AM,6
11/07/2025 02:33:35 PM,15183,Rascal,Adopted Altered,,Dog,Male,Yes,Siberian Husky,Red,Tan,09/09/2024 12:00:00 AM,09/09/2025 01:23:00 PM,59
08/26/2025 05:16:00 PM,12436,Coal,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,06/21/2025 12:00:00 AM,07/21/2025 12:34:00 PM,36
10/09/2025 12:58:00 PM,16449,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,White,09/02/2025 12:00:00 AM,10/07/2025 02:06:00 PM,1
10/07/2025 06:36:00 PM,15505,Pocus,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,05/16/2025 12:00:00 AM,09/16/2025 01:11:00 PM,21
11/20/2025 03:50:00 PM,17747,Sassy,Reclaimed,,Dog,Female,Yes,Belgian Shepherd Dog,Black,White,11/05/2023 12:00:00 AM,11/05/2025 08:31:00 AM,15
09/19/2025 06:05:37 PM,15468,,Adopted Altered,,Dog,Male,Yes,German Shepherd,Black,Tan,07/21/2025 12:00:00 AM,09/15/2025 03:50:00 PM,4
08/27/2025 01:03:00 PM,14407,,Transfer Out,,Cat,Unknown,Unknown,Domestic Medium Hair,Black,,08/20/2025 12:00:00 AM,08/27/2025 11:15:00 AM,0
05/27/2025 02:00:00 PM,6688,Pippa,Reclaimed,,Cat,Female,Yes,Domestic Shorthair,White,Black,04/24/2023 12:00:00 AM,04/24/2025 12:00:00 AM,33
05/22/2025 03:17:00 PM,7706,Puka,Adopted,,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,,10/16/2024 12:00:00 AM,05/16/2025 05:22:00 PM,5
06/17/2025 09:13:00 AM,8252,,Adopted,,Fowl,Unknown,Unknown,Duck,Cream,,04/19/2025 12:00:00 AM,05/26/2025 11:17:00 AM,21
10/03/2025 04:01:49 PM,14355,Flo,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,,04/27/2025 12:00:00 AM,08/26/2025 02:36:00 PM,38
08/22/2025 02:39:00 PM,10224,Cinder,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,04/30/2025 12:00:00 AM,06/18/2025 11:18:00 AM,65
